,0
369,"보나판이 휘는 정도를 나타내는 양. 탄성 범위의 보인 경우, 영률 E와 단면 2차 모멘트 I의 곱 EI로 주어진다."
370,"

인터로크
보일러용어사전

소정의 전제 조건이 만족되어야만 다음 조작이 되도록 한 장치이며 어떤 소정의 이상 상태에 도달하면 자동적으로 운전 정지나 안전 조작을 하도록 한 구조로서, 기기의 오동작 방지나 안전을 위해 관련 장치 사이에 전기적 또는 기계적으로 연락이 되게 한 시스템. 인터로크가 작동한 경우는 필요에 따라 경보가 발생하도록 한다.
외국어 표기 interlock(영어)
참조어 경보기, 로크아웃 인터로크

"
371,"

릴리프 밸브
보일러용어사전

밀폐형 급수릴리프 장치나 급수 배관 등 밀봉되어 있는 설비 내의 수압(수두압)이 소정의 압력 이상으로 되면 자동적으로 물을 배출하는 밸브. 릴리프 밸브는 구조적으로는 안전 밸브와 동일하나 릴리프 밸브의 경우는 배출되는 온수를 안전한 장소까지 안내하는 상당히 긴 도관을 갖출 필요가 있다.
외국어 표기 relief valve(영어)
동의어 급수 릴리프 밸브

"
372,"

폴리스티렌(폴리스타이렌)
건축용어사전

스티롤 수지라고도 한다. 스티롤의 고중합체. 열가소성 수지로, 무색 투명하지만 보존 중에 투명성을 잃기가 쉽다. 흡습성은 거의 없고, 고주파 절연물로서 뛰어나다. 발포제를 써서 팽창시킨 스폰지상의 홈폴리스티렌은 매우 경량이고 단열재, 흡음재에 사용된다.
외국어 표기 polystyrene(영어)
공식명칭 폴리스타이렌
동의어 폴리스티롤, 스티롤 수지(-樹脂, styrol resin)

"
373,"

용존 산소
과학용어사전

물속에 녹아 있는 산소. 디오(DO)라고도 한다. 유기물에 의하여 뚜렷히 오염된 수역일수록 낮은 농도를 보인다. DO가 전혀 없으면 하천수는 부패 상태가 되며, 황화수소 등의 악취 가스가 발생하여 물속의 철분과 결합하여 황화철을 만들어 물색이 검어진다. 용존 산소가 있는 상태를 호기적, 고갈된 상태를 혐기적이라고 한다.
외국어 표기 溶存酸素(한자), Dissolved Oxygen(영어)
약어 DO
참조어 디오(DO)

"
374,"

실적률
건축용어사전

용기를 골재로 채운 경우 용기의 용적에 대한 골재의 절대 용적을 백분율(%)로 나타낸 값.
외국어 표기 percentage of absolute volume(영어), 實積率(한자)

"
375,"건축물을 지지하고, 지중의 지지 지반에 이르는 현장치기 콘크리트 말뚝의 일종으로, 보통 지름이 80㎝ 이상인 것."
376,"

내광성
화학용어사전

섬유, 플라스틱, 고무 등 고분자 재료와 도료, 안료, 염료, 잉크 등이 일광(자외, 가시광선)에 노출되었을 때에 열화 혹은 변색·퇴색에 견디는 성질을 말한다.
외국어 표기 耐光性(한자), light resistance(영어)

"
377,"

지하층
부동산용어사전

건축물의 바닥이 지표면 아래에 있는 층으로서 바닥에서 지표면까지 평균높이가 해당 층 높이의 2분의 1 이상인 것을 말한다. 지하층을 두는 건축물은 지하층과 피난층 사이에 개방공간을 설치해야 하고, 방화구획을 설치해야 하며, 주요 구조부는 내화구조로 해야 하며, 면적 등의 산정방법을 다르게 하는 등의 규제가 있다.
외국어 표기 地下層(한자)

"
378,개폐식의 미늘문. 재질 · 개폐 방식에 따라 여러 종류가 있다. 스틸 셔터로 1. 5㎜ 정도의 것을 중량 셔터라 한다.
379,"유성 페인트를 솔 · 스프레이 건 등으로 칠하는 도장 공사. 또는 마감한 것. 내후성이 있고, 나무 · 철 등 건물 일반에 사용되는데, 내 알칼리성이 없어 모르타르면에는 부적당한다."
380,"

지락
광물자원용어사전

전선 또는 전로 중 일부가 직접 또는 간접으로 대지(접지)로 연결된 경우로, 즉 전로와 대지간의 절연이 저하하여 아아크 또는 도전성물질의 영향으로 전로 또는 기기의 외부에 위험한 전압이 나타나거나, 전류가 흐르게 되는 상태를 말한다. 이렇게 하여 흐르는 전류를 지락전류라 하며 인체감전, 누전화재 또는 기기의 손상 등을 일으키는 원인이 된다.
외국어 표기 ground(영어), 地落(한자)

"
381,유연성 · 밀봉성 등을 필요로 하는 경우에 쓰이는 매끄러운 산형의 연속 단면을 가진 관. 한쪽 부착부에 힘이 가해져도 그 변형을 흡수하여 다른 끝으로 전하지 않는다. 인청동의 것이 많다. 팽창 이음 · 스팀 트랩 · 진동 방지 이음 · 계기류 등에 사용된다.
382,하수의 흐름을 좋게 하기 위해 수채통이나 맨홀의 밑바닥을 거기에 연결되는 배수관과 같은 지름의 반원으로 마감한 홈.
383,"온수를 방열기, 대류 방열기 등에 의해 순환시켜서 방열하여 난방을 하는 방식을 말하며, 보통은 100˚C 이하의 온수를 사용하지만 고압의 고온수를 사용하는 고압 온수 난방도 있다. 증기 난방에 비해 방열 온도가 낮으므로 느낌이 부드럽고 실내 온도 분포가 좋아 상당 시간 여열을 이용 할 수 있다. 개방형과 밀폐형이 있다. 온수 순환 펌프의 유무에 따라 강제 순환식과 중력 순환식이 있다."
384,용접부에 있어서 모재 표면에서 용착 금속(또는 모재의 용융한 부분)의 밑까지의 거리.
385,구조물에 작용하는 하중 중 중력 방향으로 작용 하는 것. 고정 하중 · 적재 하중 · 적설 하중 등을 말한다.
386,"측량의 측정값을 현장에서 기록하는 수첩. 측량의 방법이나 목적에 따라서 형식이 다른 것이 있다. 누가 보아도 알 수 있도록 정해진 방법으로 정확하게 기입하고, 연필을 사용한다. 잘못 쓴 것은 선을 그어서 지우고 지우개는 사용하지 않는다."
387,"좌굴 하중 공식으로, 비탄성 좌굴부를 방사선으로 잇는 형식의 식. 긴 주기의 건물의 지진 하중을 주기에 역비례하여 저감하는 식. 콘크리트의 피복두께와 중성화에 의한 내용 연수의 관계식 등을 말한다."
388,"차에 탄 채로 쇼핑할 수 있는 상점을 말하며, 주차장의 티켓 판매, 책방, 레스토랑이나 금융기관도 있다."
389,"

열전도율
광물자원용어사전

① 열의 전달정도를 나타내는 물질에 관한 상수인데, 온도나 압력에 따라 달라진다.② 물체 내부열의 전도를 생각할 때 그 온도구배 방향에 측정한 길이를 p라 하며 온도 t의 구배는 dt/dt로서, 이 평면단위 면적을 통하여 단위 시간에 흐르는 열량을 Q=K(di/dp)라 하면 이때 K는 물질 특유의 항수로 이것을 열전도율이라 한다.
외국어 표기 heat transfer rate(영어), 熱傳導率(한자)

"
390,① 와이어 로프를 고정시킬 때 사용한 U자형의 볼트.② 새시에 유리를 끼우기 위한 금속제 부분.
391,건물 각층을 통해서 건축 설비용의 수직관 등을 수납하기 위한 통모양의 개소.
392,"건물의 지붕, 처마, 창위 등에 개방된 살수 노즐을 배치하고 이것을 배관에 의해서 수원에 연결한 것. 화재시 연소를 방지하기 위해 압력수를 보내서 살수 노즐로부터의 방수에 의한 수막(木幕)에 의해 연소를 방지한다."
393,"

열 가소성 수지
화학용어사전

가열, 냉각으로 반복하여 용융, 고화시킬 수 있는 성질을 이용하여 성형하는 플라스틱. 열 경화성 수지의 대응어. 비닐폴리머와 나일론 등 많은 사슬 모양 폴리머가 열가소성 수지이다. 압출 성형, 방출 성형에 의해 능률적으로 가공되며, 성형 불량품, 스크랩은 재생 이용된다는 장점이 있다. 그러나 내열성, 내용제성이 충분치 못한 것이 많다.
외국어 표기 熱可塑性樹脂(한자), thermoplastic resin(영어)
참조어 열 경화성 수지

"
394,"스프링클러 설비, 연결 살수 설비, 연결 송수관에 소방 펌프차로부터 송수하기 위한 쌍구(雙口)의 호스 접속구."
395,"

수직 응력
건축용어사전

어느 방향의 단면에 수직 방향인 응력. 응력은 그 면에 대하여 수직 방향과 접선 방향으로 분해할 수 있으며, 전자를 수직 응력(도)라 하고, σ로 나타내며, 후자를 전단 응력(도)라 하고 τ로 나타낸다. 수직 응력도는 인장, 압축에 따라 인장 응력도, 압축 응력도라 한다.
외국어 표기 normal stress(영어), 垂直應力(한자)
동의어 수직 응력도(垂直應力度, normal unit stress)

"
396,"

수축 줄눈
건축용어사전

큰 면적의 벽이나 바닥의 콘크리트나 모르타르에 수축에 의한 균열이 다방면으로 확산하는 것을 방지하기 위해 미리 설치하는 줄눈.
참조어 신축 줄눈(伸縮-, expansion joint)

"
397,"

프런트
건축용어사전

① 건축에서는 현관을 들어간 내부의 정면을 뜻하며, 카운터가 설치되어 있고 손님의 안내나 연락 등의 서비스를 하는 곳.② 무대 전방의 부분.
외국어 표기 front(영어)

"
398,"고체 표면과 그에 접하는 주위 유체간의 전열. 즉 고체 표면에서 주위 유체 또는 주위 유체에서 고체 표면에 전해지는 열이동 현상으로, 열전달은 복사 · 대류 · 전도의 총합에 의해 행하여진다."
399,"미서기, 미닫이, 여닫이 창문 등의 마중대 틈서리를 막는 선."
400,"

팽창 질석
건축용어사전

질석을 입경(粒涇) 3㎜ 정도로 파쇄, 소성해서 팽창시킨 단열용 인공 경량 골재. 비중 0.12~0.2.
외국어 표기 expanded vermiculite(영어), 膨脹蛭石(한자)

"
401,"제조 원가에 일반 관리비와 판매비를 더한 것으로, 판매원가라고도 한다."
402,"

제진
산업안전대사전

기계장치 등에서 발생하는 분진이 실내의 공기를 오염시키는 경우에는, Fan에 의해서 이것을 빨아내어 유해하지 않도록 한다. 그것을 그대로 옥외에 방산시키면 주변이 오염되므로, 제진설비를 설치해서 이것을 집진(集塵)하여 대기를 오염시키지 않도록 한다. 즉, 덕트에 의해 집진장치로 유도해서 분진을 제거 방출하도록 한다.
외국어 표기 dedust(영어), 除塵(한자)

"
403,부재(部材)에 휨 모멘트가 생기고 있을 때의 부재내의 응력. 재축(材軸)에 수직인 단면에서는 중립축을 경계로 하여 상하로 인장 응력 혹은 압축 응력이 된다.
404,가는 철선을 짜서 만든 쇠그물. 벽 · 천장 등의 모르타르칠 등의 바탕재로서 사용한다.
405,"보일러의 능력을 나타내는 것의 하나로, 실제 증발량을 기준 상태의 증발량으로 환산한 것."
406,"광속법에 의해 실내의 전등 조명 계산을 하는 경우, 조명 기구의 이용률(조명률) U를 구하기 위한 하나의 지수로 방의 모양에 의한 영향을 나타낸 것. 방지수 R은 방의 폭 X, 길이 Y, 작업면에서 조명기구까지의 높이 H, 천장 높이 H0 등의 함수로서 나타낸다. 보통 R은 X/H와 Y/H로 정해진다. R은 직접 조명일 때는 , 간접 조명일 때는 . 여기서 이며, λ는 단순화 척도, Z를 등가 높이라 한다."
407,"바람직한 보행, 피난 방향으로의 유도를 돕기 위해 상시 점등하고 있는 표지등을 말한다. 피난구 유도등, 통로 유도등, 객석 유도등 등이 있다."
408,"

열전달 계수
건축용어사전

뉴턴의 냉각 법칙에 의한 열전달량의 계수. 열전달 계수 a는 단위 시간에 단위 온도차일 때 단위 표면적으로 이루어지는 열전달량. 단위는 ㎉/㎡ h℃이다.
외국어 표기 coefficient of heat transfer(영어), 熱傳達係數(한자)
동의어 heat transfer coefficient, film conductance, surface conductance, surface coefficient

"
409,"

파스칼
도금기술 용어사전

압력단위의 일종. 기호는 ㎩. 1㎩=1N/㎡(N은 뉴턴). 1000배의 ㎪ 또는 100만배의 ㎫를 사용하는 경우가 많다. 응력단위로써도 사용된다.1㎏f/㎠=98066.5㎩≒98㎪≒0.1㎫. 1㎏f/㎟≒9.8㎫.1㎜Hg=1Torr=133.32㎩.
외국어 표기 Pascal(영어)

"
410,"

언더 피닝
건축용어사전

신규 공사에 의해 기존 구조물에 영향을 줄 염려가 있는 경우 구조물을 임시로 받친다든지 기초를 보강한다든지 하는 것을 말한다.
외국어 표기 under pinning(영어)

"
411,"

우레탄 폼
패션전문자료사전

폴리우레탄 수지를 발포시킨 상태에서 고화(固化)시킨 것. 폴리에스테르 폼과 폴리에테르 폼의 두 종류가 있으며, 전자는 내열성(耐熱性)･내용제성(耐溶劑性)에 뛰어나고, 후자는 탄성에 뛰어나다. 우레탄 폼의 얇은 막을 직물이나 편물 등의 안에 붙여서 폼 라미네이트를 만들어 방한의료(防寒衣料)로 한다. 기타 메우는 물건으로 쿠션류, 포장재료 등에 사용된다.
외국어 표기 urethane foam(영어)

"
412,"

하중
선박항해용어사전

물체에 작용하는 외력을 하중이라 하며, 보통 kg 또는 ton 단위로 나타낸다. 일반적으로 물체에 하중이 가해지면 응력(應力)이 발생되기 때문에 응력발생의 원인이 되는 것을 하중이라고도 한다. 하중의 종류는 작용방향에 따라 다음과 같이 분류할 수 있다.① 인장하중(tensile load) : 부재를 축선방향으로 늘어나게 하려는 하중② 압축하중(compressive load) : 부재를 누르는 하중③ 비틀림하중(twisting load) : 축심에서 떨어져 작용하여 축의 주위에 moment를 일으키고 재료의 양단에 상반된 작용으로 부재를 비틀려는 하중④ 굽힘하중(bending load) : 부재의 축에 대하여 어떤 각도를 이루며 작용하고 구부리는 현상을 일으키는 하중⑤ 전단하중(shearing load) : 부재를 가위로 자르려는 것 같은 하중. 끊어지려는 하중
외국어 표기 load(영어), 荷重(한자)

"
413,"

프로시니엄 스테이지
발레용어사전

사진틀처럼 프로시니엄 아치로 무대와 객석을 확연하게 구분한 무대 형식을 일컫는다. 17세기에 처음 출현했으며, 오늘날 대부분의 극장에서 채택하고 있다. 아치에 부착한 커튼을 내림으로써 관객들의 시선을 피해 충분한 무대장치를 할 수 있다.
외국어 표기 proscenium stage(영어)

"
414,구조상의 주요 부위에 프리캐스트 콘크리트를 사용한 구조.
415,창호의 밑틀을 받는 수평재.
416,"보행자의 통행만을 목적으로 하고, 자동차 교통을 완전히 배제한 도로의 총칭."
417,측압이 최대가 되는 콘크리트의 타설 높이.
418,"

비중
영양학사전

어떤 온도에서 어떤 물질의 밀도를 표준물질의 밀도로 나눈 값. 따라서 밀도와는 달리 단위를 갖지 않는 수치이다. 액체의 경우, 표준물질로서 보통 4℃의 물(밀도 0.999973g/cm3)을 이용한다. 기호는 d로, 예를 들면 4℃의 물을 표준으로 한 20℃의 메탄올의 비중은 d204=0.7915 와 같이 적는다.
외국어 표기 specific gravity(영어), 比重(한자)
참조어 비중계

"
419,"

인치
패션전문자료사전

야드파운드법에 의한 길이의 단위. 1인치는 1피트의 12분의 1, 1밀(mil)의 1,000배로 약 2.54cm에 해당한다. 25.4㎜와 같은 길이. 기호는 in. 1인치는 1/12피트(feet), 단수(端數)는 1/2인치, 1/4인치, 1/8 인치 등으로 계산한다.
외국어 표기 inch(영어)

"
420,"① 프레스로 통조림통, 약품 용기의 뚜껑, 밑바닥, 기타 여러 가지 형상의 것을 펀치를 이용해서 따내는 것.② 단조 작업에서 강괴(鋼塊) 또는 강편(鋼片)에 펀치로 쳐서 구멍을 뚫는 것.③ 드릴로 철골에 리벳 구멍을 뚫는 것."
421,"

콜드 드래프트
건축용어사전

겨울철에 실내에 저온의 기류가 흘러들거나, 또는 유리 등의 냉벽면에서 냉각된 냉풍이 하강하는 현상.
외국어 표기 cold draft(영어)

"
422,"철골 주각부에 부착되는 강판으로, 사이드 앵글을 거쳐서 또는 직접 용접에 의해서 베이스 플레이트에 기둥으로부터의 응력을 전한다."
423,"

오너먼트
인테리어 용어사전

모양, 장식의 뜻. 어떤 것의 미화를 위하여 순수히 구조적인 형상에 더해진 요소. 주로 건축물의 장식.
외국어 표기 ornament(영어)

"
424,구조물의 바닥에 가해지는 인간 및 물품의 하중. 건물의 용도와 부위에 따라 설계용으로 표준값이 주어지고 있다. 단위 바닥 면적당의 무게에 집중 계수 및 충격 계수를 곱해서 구한다. 바닥 슬래브 계산용 · 평보 기둥 계산용 · 지진력 산출용의 3종으로 나뉜다. 중량물을 보관하는 창고 등에서는 별도 조사하여 결정하지 않으면 안된다.
425,"

이온 교환 수지
과학용어사전

합성 수지의 일종. 물에는 녹지 않지만, 물에 넣으면 그 물이 지닌 이온과 수지가 가진 이온을 교환하는 작용이 있다. 수지는 교환 흡착된 이온으로 포화하기 때문에 능력을 잃지만, 역시 이온 교환으로 재생될 수 있다. 하수 속의 유해 중금속의 포집, 바닷물로부터의 우라늄 분리, 가성 소다 전해(電解) 제조용의 막, 인공 신장의 투석막 등에 쓰인다.
외국어 표기 -交換樹脂(한자), ion-exchange resins(영어)

"
426,공사 감리에 필요한 비용 또는 공사 감리 계약에서의 위탁비.
427,"벽돌 쌓기, 블록 쌓기 등에서 세로 줄눈이 2단 이상 상하로 통하는 것. 1단마다 줄눈이 통하고 있지 않는 것을 막힌 줄눈이라 한다."
428,"화학 혼합제의 일종. 콘크리트에 섞어서 소정의 슬럼프를 얻는 데 필요한 단위 수량을 감소시키는 동시에 무수한 미세 공기 거품을 넣어 워커빌리티(workability) 및 내구성, 내동결 융해성을 향상시키기 위해 사용한다."
429,건설 공사를 건축주로부터 직접 청부하는 것. 또 그 건설 업자.
430,"

메가헤르츠
농업용어사전: 농촌진흥청

진동수의 단위로 106Hz를 말하며. 1MHz/s= 106Hz/s임.
외국어 표기 mega hertz(영어), メガヘルツ(일본어)

"
431,"

목구조
인테리어 용어사전

목재를 주요 재료로 쓴 구조물로 주로 주택 등의 소규모 건축물일 경우에 쓰인다. 건물의 주요 구조부(뼈대)가 목재로 구성된 구조(가구식 구조체). 일반 목조(심벽식ㆍ평벽식)와 목골조 2가지로 대별. 장점은 구조방법이 간단하고 가공조립이 용이하여 공사기간이 짧고 겉 모양이 아름답고 경쾌하다. 단점은 부식하기 쉽고 화재의 위험이 크고 내구력이 작다.
외국어 표기 wooden construction(영어), 木構造(한자)

"
432,사재(斜材)의 방향이 바깥쪽을 향해서 아래 방향인 트러스. 보통 사재는 압축재이다.
433,"덱 플레이트의 하단에 철판을 깔고, 만들어진 공간을 배선 덕트로 사용하는 것. 사무 자동화를 위한 바닥 배선 방식으로서 쓰인다."
434,"

브리넬 경도
도금기술 용어사전

시료의 시험면에 강구로 움푹 패인 오목부를 만드는데 필요한 하중(㎏)을, 그 영구 오목부의 표면적(㎟)으로 나눈 값을 말한다. 압압(押壓)용 강구에는 통상 직경 10㎜ 및 5㎜의 것이 사용되며, 압압 하중은 3000㎏ 또는 500㎏가 사용된다. 강재의 경도측정에 널리 이용되고 있다.
외국어 표기 Brinell Hardness(영어)

"
435,"

연단 거리
토목용어사전

강구조물에 있어서 볼트 등의 중심에서 모재단부(端部)까지의 거리. 연단 거리가 너무 작으면 볼트의 강도보다도 모재 단부쪽이 약해지며 또 연단 거리가 너무 크면 부재의 상호 밀착이 나빠지는 약점이 생기기 쉽다. 따라서 시방서에는 연단 거리의 최소 · 최대가 정해져 있다.
외국어 표기 edge distance(영어), 緣端距離(한자)

"
436,"

워시 프라이머
화학용어사전

비닐부티랄 수지의 용액에 ZTO형[ZnCrO4·4Zn(OH)2]의 징크 크로메이트 안료를 혼합·연합하여 인산을 가한 도료. 철면에 도장하여 금속표면 처리와 녹방지 도막 형성을 동시에 하는 밑칠 도료. 사전에 인산을 함유하는 일액형과 사용 직전에 인산을 첨가하는 이액형이 있다.
외국어 표기 wash primer(영어)
참조어 에칭 프라이머(etching primer)

"
437,"

비압축성 유체
식품과학기술대사전

흐름 중에 밀도가 일정하게 유지되는 유체를 비압축성 유체, 밀도 변화를 무시할 수 없는 유체를 압축성 유체라고 한다. 보통 기체는 압축성, 액체는 비압축성이라고 생각된다. 그러나 기체에서 유속이 매우 크지 않으면 비압축성으로 취급하고 또한 액체라도 액체 중을 통과하는 음파를 논할 때는 압축성을 고려하지 않으면 안 된다.
외국어 표기 incompressible fluid(영어)

"
438,"염화 비닐을 주성분으로 하여, 압축 성형해서 만들어진 전선관. 관의 색은 회색을 표준으로 하고 있다."
439,"중심 압축 하중을 받는 장주(長柱)의 탄성 좌굴 하중을 이론적으로 구하는 공식. 장주의 영 계수를 E, 단면 2차 모멘트를 I, 좌굴 길이를 Ik라 하면, 탄성 좌굴 하중 Pk는 다음과 같이 된다."
440,"목조이음의 하나. 부재를 가공해서 서로 끼워 맞추는 이음법으로, 간단하고 철물 등을 사용하지 않아도 튼튼하게 맞추어지기 때문에 널리 쓰이는 이음법이다."
441,"

광속 발산도
전기용어사전

발광면(1차 광원 또는 2차 광원)의 광속 발산도란, 발산하는 광속의 면적 밀도이다. 완전 확산면의 경우에는 휘도의 π배이다. 반사율 ρ인 면이 조도 E[lx]를 받으면 그 광속 발산도는 ρE[lm/㎡]가 된다.
외국어 표기 luminous emittance, luminous radiance(영어), 光束發散度(한자)

"
442,"

무차원수
환경공학용어사전

일반적으로 물리적인 수량은 길이, 시간, 질량(또는 힘) 등의 차원을 기본 단위로 하고, 또 그 조합에 의하여 표시되지만, 어떤 현상에 관한 인자를 적당히 조합시키면 차원이 서로 상쇄하여 무차원이 된다. 이 때의 값을 무차원수라 하고, 따라서 단위는 없다. 물이나 공기 등의 유체에 관한 공학적 계산에 사용된다. 예컨대 레이놀즈수나 너셀수는 무차원수이다.
외국어 표기 dimensionless number(영어), 無次元數(한자)

"
443,주공간에 관련하는 인간 생활의 총칭. 좁은 뜻으로는 주거 내부에서의 생활 일반을 말한다.
444,"조립 기둥의 일종. 형강과 격자재(평강 등)에 의해 조립된 기둥. 기둥의 폭이 40㎝ 정도까지는 단격자 기둥이, 그 이상일 때는 복격자 기둥이 쓰인다."
445,"두께 약 15㎜, 폭 약 100㎜, 길이 약 4m의 폭이 좁은 판재. 벽바탕의 골조에 사용하는 외에 사용 개소에 따라 각종의 명칭을 붙여서 사용한다."
446,"① 도시 기능의 중심이 되는 시설 또는 시설군. 주변의 인구, 물자가 이 핵에 대하여 정시적으로 집산 유동한다.② 건물 중앙부에 공통 시설을 집중한 부분. 빌딩 건축 등에서는 이것을 내력벽으로 감싸서 수평력을 부담시킨다.③ 관형 채취기에 넣어진 시험 시료(지층의 코어 샘플), 또는 코어 시험에 사용하는 콘크리트의 코어 샘플.④ 샌드위치판의 중간층, 합판의 심판."
447,NC는 수치 제어를 말한다. 컴퓨터를 써서 가공에 필요한 데이터를 주어 수치 제어 공작기에 의해서 가공하는 것. 철골 제작 공장에서 자동 절단이나 절삭 등에 널리 쓰이고 있다.
448,"어느 온도에서의 단위 체적당 공기의 무게. ㎏/㎥, g/㏄ 등으로 나타낸다."
449,"

재료
건축용어사전

제품의 바탕이 되는 것으로, 이것을 가공하여 제품으로서도 원래의 조성을 유지하는 물질. 가공하여 원래 조성이 변화하는 경우에는 원료라 한다.
외국어 표기 material(영어), 材料(한자)

"
450,"공기 대 공기의 현열과 잠열을 동시에 교환하는 열교환기. 회전식과 고정식이 있으며, 배기와 도입 외기 사이에서 열회수하는 경우에 널리 쓰인다."
451,대벽식(大壁式) 구조의 개구부에서 좌우 벽의 측면. 즉 안기장을 말한다. 보통 창호에서 바깥쪽만을 가리키나 선틀의 전면을 말하기도 한다. 또 이면에 부착하는 부재를 말하기도 한다.
452,내면에 암나사가 있는 관이음용의 짧은 파이프. 또 그에 의한 결합을 가리키는 경우도 있다. 강관의 이음 등에 사용된다.
453,"환기나 공기 조화를 위해 공기를 유도하는 관로. 풍도(風道)라고도 한다. 형상은 장방형의 것이 많고, 원형의 것도 사용된다. 장방형 덕트를 쓰는 경우는 장방형 덕트의 해당 직경표에서 형상을 정한다. 고속 덕트와 저속 덕트가 있다. 그림은 장방형 덕트의 예이다."
454,"

줄눈
철도관련큰사전

벽돌이나 석재, 콘크리트 블록 등을 쌓을 경우에 표면에 생기는 이음매 근(筋)의 총칭.
외국어 표기 joint(영어), bond(영어)

"
455,"

경년 변화
도해 기계용어사전

재료의 성질이 시간의 경과와 함께 서서히 변화하는 일. 보통 경도의 변화와 형태 및 치수의 변화에 대해서 말한다. 정밀기는 경년 변화에 의해 정도(精度)가 떨어지는 일이 있다.
외국어 표기 secular change(영어), 經年變化(한자), 経年変化(일본어)

"
456,"

급배수 설비
환경공학용어사전

협의로는 건물내에서의 급배수 및 통기 등에 관한 배관, 기구, 장치 및 부대 설비를 말하지만, 광의로는 이것들에 추가되어 상수도 하수도, 물처리 등에 관한 배관, 장치 및 부대 설비를 말한다.
외국어 표기 plumbing equipment(영어), 給排水設備(한자)

"
457,"외벽, 지붕 등의 외주 부위를 단열할 때 단열재를 해당 부위의 주요 구조체 외기측에 넣는 단열 방법을 말한다. 만일 구조체가 콘크리트 등 열용량이 큰 재료이면 실내에 축열 효과를 유지시킬 수 있게 되어 실내에 들어오는 태양열을 축열할 수 있다."
458,"연속보의 도중에 핀 접합을 두고 정정보로 한 보. 힘의 균형 조건만으로 응력을 구할 수 있고, 또 어느 스팬에 작용하는 힘에 의해서 생기는 응력은 인접 스팬 이상으로 전해지지 않는다."
459,관저항 계수 중 관벽의 마찰에 의해서 생기는 저항을 나타내는 비례 상수. 다음 식의 ƒ를 말한다.
460,"

착화
건축용어사전

가연물이 가열되어서 축열하고, 내부가 어느 온도에 이르면 불이 붙는다. 이것을 착화라 하는데, 불꽃을 발하여 착화하는 경우(발염 착화)와 향이나 목탄과 같이 불꽃을 내지 않고 착화하는 경우(무염 착화)가 있다.
외국어 표기 catch fire(영어), 着火(한자)

"
461,"자동차, 자전거 등의 차량 전용 도로. 보도에 대하여 말한다. 차도에는 필요에 따라서 주차대, 식수대, 분리대, 안전 지대 등이 두어진다."
462,"흡음의 정도를 나타내는 수치로, 재료면에 투사한 전음(全音)의 에너지와 그 재료에 흡수되거나 투과하여 반사하지 않은 음의 에너지와의 비."
463,"

요소수지
인테리어 용어사전

요소와 포르말린으로 축합한 수지로 무색투명, 견경하다. 내열성은 100℃ 이하에서는 연속 사용할 수 있고 약산, 약 알칼리, 벤졸, 알코올, 유지류 등에는 거의 침해되지 않는다. 공업용 보다는 일용품, 장식품 등에 많이 사용한다.
외국어 표기 ureaform aldehyde resin(영어), 尿素樹脂(한자)

"
464,"

클린 에너지
NEW 경제용어사전

태양열이나 수소 에너지, 지열, 조력발전 등과 같이 환경오염물질을 발생시키지 않는 에너지를 말하며, 현재 가장 많이 사용하는 석유와 석탄 같은 에너지는 공해현상의 주범이므로 선진국들은 공해 에너지를 대체할 수 있는 클린 에너지 개발에 진력하고 있다.
외국어 표기 clean energy(영어)

"
465,"

틱소트로피
화학용어사전

고농도의 콜로이드 용액, 고분자 용액에 대하여 흔들어 혼합하는 등 외력을 가하면 유동성을 보이고 외력을 제거하면 유동성이 없어지는 현상. 전자의 상태는 졸, 후자는 겔이므로 외력에 의한 등온 가역적 겔-졸 변화이다. 엄밀하게 표현하면 외력을 제거한 후의 겔화에는 시간이 걸리므로 전단응력-전단속도 곡선에 히스테리시스가 나타난다.
외국어 표기 thixotropy(영어)

"
466,"

변압기
환경공학용어사전

규소판을 성층 철심으로 하여 2조의 코일을 만들고, 서로의 전자 유도 작용을 이용하여 교류의 전압 또는 전류를 적당한 값으로 변환하는 장치로서, 변압비는 2조의 코일의 감은수비에 관계된다. 즉 1차 코일의 전압을 E1, 감은수를 n1이라 하고 2차 코일의 전압을 E2, 감은수를 n2라고 하면, E1/E2=n1/n2=α이고, α를 변압비라 한다.
외국어 표기 transformer(영어), 變壓機(한자)

"
467,"

초음파
자연지리학사전

가청 주파수 이상의 높은 음으로서 주파수가 약 1만 6,000㎐ 이상인 음파를 말한다. 파장이 10㎝~수 μ밖에 되지 않기 때문에 공기 속에서는 곧 감쇠되지만 물이나 기름 속에서는 멀리 전파하고 지향성이 날카롭다. 강력한 초음파를 내어도 귀에 장해를 주지 않기 때문에 여러 방면에서 이용하고 있다. 깊이 측정, 의학 진단, 세정 및 가공 등에 사용된다.
외국어 표기 超音波(한자), supersonic waves(영어), ultrasonic waves(영어)

"
468,"구조물이 하중을 받았을 때 구조물은 변형하고, 그 임의의 점은 각각 어느 양만큼 원위치에서 이동하는데 이 이동 또는 이동량을 휨 또는 변위라 한다."
469,"

스트리트 퍼니처
인테리어 용어사전

거리의 가구라는 뜻으로 공원이나 가로 또는 광장 등에 설치되어 작은 건조물들, 예를 들면 우체통, 안내판, 가두판매대, 공중전화 박스,택시나 버스의 정류장 표시물 등이 이에 해당된다.
외국어 표기 street furniture(영어)

"
